MY,Item,Name,Form,ws,size,color,drive unit,Family, EVP,Stock qty,Order
2022,2895894,eWME 4.9,Herren,29,S,turquoise fade / red,Shimano EP8,eWME,"  4.499,95 € ",>10,
2022,2895902,eWME 4.9,Herren,29,M,turquoise fade / red,Shimano EP8,eWME,"  4.499,95 € ",>10,
2022,2892974,Cairon C 2.0 500,Trapez,27,XS,black metallic / mint,BES 2 CX ,CAIRON C,"  2.899,95 € ",5,
2022,2894848,Cairon S 5.0 ,Trapez,29,M,black metallic / red metallic matt,BES 3 CX Smart Sys.,CAIRON S,"  3.649,95 € ",10,
2022,2894855,Cairon S 5.0 ,Trapez,29,L,black metallic / red metallic matt,BES 3 CX Smart Sys.,CAIRON S,"  3.649,95 € ",>10,
2022,2894863,Cairon S 5.0 ,Trapez,29,XL,black metallic / red metallic matt,BES 3 CX Smart Sys.,CAIRON S,"  3.649,95 € ",>10,
2022,2894871,Cairon S 5.0 ,Herren,29,S,darkblue metallic / lightblue,BES 3 CX Smart Sys.,CAIRON S,"  3.649,95 € ",>10,
2022,2894921,Cairon S 5.0 ,Trapez,29,S,darkblue metallic / lightblue,BES 3 CX Smart Sys.,CAIRON S,"  3.649,95 € ",6,
2022,2894939,Cairon S 5.0 ,Trapez,29,M,darkblue metallic / lightblue,BES 3 CX Smart Sys.,CAIRON S,"  3.649,95 € ",>10,
2022,2894947,Cairon S 5.0 ,Trapez,29,L,darkblue metallic / lightblue,BES 3 CX Smart Sys.,CAIRON S,"  3.649,95 € ",>10,
2022,2894954,Cairon S 5.0 ,Trapez,29,XL,darkblue metallic / lightblue,BES 3 CX Smart Sys.,CAIRON S,"  3.649,95 € ",>10,
2022,2894962,Cairon S 6.0,Herren,29,S,red metallic / shadowgrey metallic,BES 3 CX Smart Sys.,CAIRON S,"  3.999,95 € ",5,
2022,2895027,Cairon S 6.0,Trapez,29,M,red metallic / shadowgrey metallic,BES 3 CX Smart Sys.,CAIRON S,"  3.999,95 € ",4,
2022,2895134,Cairon S 8.0,Trapez,29,XL,black metallic / gold matt,BES 3 CX Smart Sys.,CAIRON S,"  4.199,95 € ",8,
2022,2893915,Cairon SUV 7.0,Wave,27,XL,black metallic / gold matt,BES 3 CX Smart Sys.,CAIRON SUV,"  4.599,95 € ",10,
2022,2896173,Cairon T 2.0 500,Trapez,28,S,graphitegreymetallic / shadowgrey,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  2.849,95 € ",1,
2022,2896306,Cairon T 2.0 625,Herren,28,M,graphitegreymetallic / shadowgrey,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2896314,Cairon T 2.0 625,Herren,28,L,graphitegreymetallic / shadowgrey,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2896322,Cairon T 2.0 625,Herren,28,XL,graphitegreymetallic / shadowgrey,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2896330,Cairon T 2.0 625,Trapez,28,S,graphitegreymetallic / shadowgrey,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",10,
2022,2898013,Cairon T 2.0 625,Herren,28,S,red metallic / black metallic,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2898021,Cairon T 2.0 625,Herren,28,M,red metallic / black metallic,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2898039,Cairon T 2.0 625,Herren,28,L,red metallic / black metallic,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2898047,Cairon T 2.0 625,Herren,28,XL,red metallic / black metallic,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2898054,Cairon T 2.0 625,Trapez,28,S,red metallic / black metallic,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",8,
2022,2898062,Cairon T 2.0 625,Trapez,28,M,red metallic / black metallic,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2898070,Cairon T 2.0 625,Trapez,28,L,red metallic / black metallic,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2898088,Cairon T 2.0 625,Trapez,28,XL,red metallic / black metallic,BES 2 Perf. 65nM,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2897015,Cairon T 5.0,Herren,28,S,red metallic / black metallic,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  3.899,95 € ",5,
2022,2896256,Cairon TF 2.7 500,Wave,28,S,graphitegreymetallic / shadowgrey,BES 2 Active Plus,CAIRON T / TR / TF,"  2.849,95 € ",>10,
2022,2896413,Cairon TF 2.7 625,Wave,28,S,graphitegreymetallic / shadowgrey,BES 2 Active Plus,CAIRON T / TR / TF,"  3.049,95 € ",>10,
2022,2898138,Cairon TF 2.7 625,Wave,28,S,red metallic / black metallic,BES 2 Active Plus,CAIRON T / TR / TF,"  3.049,95 € ",9,
2022,2896611,Cairon TF 3.8,Wave,28,S,darkblue metallic matt / platin matt,BES 2 Active Plus,CAIRON T / TR / TF,"  3.399,95 € ",>10,
2022,2896850,Cairon TF 3.8,Wave,28,S,pearl white / black metallic,BES 2 Active Plus,CAIRON T / TR / TF,"  3.399,95 € ",9,
2022,2896652,Cairon TR 3.8,Wave,28,S,darkblue metallic matt / platin matt,BES 2 Active Plus,CAIRON T / TR / TF,"  3.399,95 € ",4,
2022,2896892,Cairon TR 3.8,Wave,28,S,pearl white / black metallic,BES 2 Active Plus,CAIRON T / TR / TF,"  3.399,95 € ",3,
2022,2895977,eWME 5.9 MX,Herren,29,S,tuquoise metallic / darkpetrol metallic,Shimano EP8,eWME,"  4.799,95 € ",4,
2022,2891919,ML 5.7,Damen,27,M,black metallic / turquoise metallic,,MS/MC/ML/MCL,"  729,95 € ",>10,
2022,2890895,MS 3.7,Herren,27,L,acid metallic / darkblue metallic,,MS/MC/ML/MCL,"  599,95 € ",>10,
2022,2891356,MS 3.9,Herren,29,XL,acid metallic / darkblue metallic,,MS/MC/ML/MCL,"  599,95 € ",>10,
2022,2890978,MS 4.7,Herren,27,L,lightgrey matt / acid metallic,,MS/MC/ML/MCL,"  649,95 € ",>10,
2022,2891000,MS 4.7,Herren,27,M,red metallic / black metallic,,MS/MC/ML/MCL,"  649,95 € ",>10,
2022,2891414,MS 4.9,Herren,29,M,lightgrey matt / acid metallic,,MS/MC/ML/MCL,"  649,95 € ",>10,
2022,2891422,MS 4.9,Herren,29,L,lightgrey matt / acid metallic,,MS/MC/ML/MCL,"  649,95 € ",>10,
2022,2891430,MS 4.9,Herren,29,XL,lightgrey matt / acid metallic,,MS/MC/ML/MCL,"  649,95 € ",>10,
2022,2891448,MS 4.9,Herren,29,S,red metallic / black metallic,,MS/MC/ML/MCL,"  649,95 € ",1,
2022,2891471,MS 4.9,Herren,29,XL,red metallic / black metallic,,MS/MC/ML/MCL,"  649,95 € ",>10,
2022,2891042,MS 5.7,Herren,27,L,darkblue metallic / acid metallic,,MS/MC/ML/MCL,"  729,95 € ",10,
2022,2891067,MS 5.7,Herren,27,M,black metallic / silver matt,,MS/MC/ML/MCL,"  729,95 € ",2,
2022,2891075,MS 5.7,Herren,27,L,black metallic / silver matt,,MS/MC/ML/MCL,"  729,95 € ",5,
2022,2891513,MS 5.9,Herren,29,XL,darkblue metallic / acid metallic,,MS/MC/ML/MCL,"  729,95 € ",>10,
2022,2891539,MS 5.9,Herren,29,M,black metallic / silver matt,,MS/MC/ML/MCL,"  729,95 € ",3,
2022,2891570,MS 6.9,Herren,29,M,turquoise metallic / darkpetrol metallic,,MS/MC/ML/MCL,"  899,95 € ",5,
2022,2891588,MS 6.9,Herren,29,L,turquoise metallic / darkpetrol metallic,,MS/MC/ML/MCL,"  899,95 € ",>10,
2022,2891596,MS 6.9,Herren,29,XL,turquoise metallic / darkpetrol metallic,,MS/MC/ML/MCL,"  899,95 € ",>10,
2022,2891612,MS 6.9,Herren,29,M,black metallic / red metallic matt,,MS/MC/ML/MCL,"  899,95 € ",>10,
2022,2891620,MS 6.9,Herren,29,L,black metallic / red metallic matt,,MS/MC/ML/MCL,"  899,95 € ",>10,
2022,2891638,MS 6.9,Herren,29,XL,black metallic / red metallic matt,,MS/MC/ML/MCL,"  899,95 € ",>10,
2022,2891729,MS 9.9,Herren,29,S,black metallic / gold matt,,MS/MC/ML/MCL,"  1.149,95 € ",4,
2022,2891760,MS 9.9,Herren,29,S,darkpetrol metallic / red,,MS/MC/ML/MCL,"  1.149,95 € ",>10,
2022,2892297,RLC FS 6.9,Herren,29,S ,turquoise fade / red,,RLC/RLC FS,"  3.499,95 € ",5,
2022,2892339,RLC FS 6.9,Herren,29,S ,black metallic / silver matt,,RLC/RLC FS,"  3.499,95 € ",2,
2022,2892370,RLC FS 7.9,Herren,29,S ,red metallic / pearlwhite,,RLC/RLC FS,"  4.299,95 € ",10,
2022,2897221,TS 3.0,Trapez,28,S,light grey matt / moos metallic,,TS,"  679,95 € ",>10,
2022,2897239,TS 3.0,Trapez,28,M,light grey matt / moos metallic,,TS,"  679,95 € ",>10,
2022,2892610,WME 5.9,Herren,29,S ,graphite fade / acid metallic,,WME,"  3.499,95 € ",10,
2022,2892628,WME 5.9,Herren,29,M,graphite fade / acid metallic,,WME,"  3.499,95 € ",>10,
2022,2892636,WME 5.9,Herren,29,L,graphite fade / acid metallic,,WME,"  3.499,95 € ",>10,
2022,2892651,WME 5.9,Herren,29,S ,turquoise fade / red,,WME,"  3.499,95 € ",5,
2022,2892669,WME 5.9,Herren,29,M,turquoise fade / red,,WME,"  3.499,95 € ",>10,
2022,2892677,WME 5.9,Herren,29,L,turquoise fade / red,,WME,"  3.499,95 € ",>10,
2022,2895803,Xyron S 9.9 Carbon,Herren,29,S,black carbon,BES 3 CX Smart Sys.,XYRON S,"  8.999,95 € ",4,
2023,2823029,Cairon C 2.0 500,Herren,27,S,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",>10,
2023,2823037,Cairon C 2.0 500,Herren,29,M,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",5,
2023,2823045,Cairon C 2.0 500,Herren,29,L,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",>10,
2023,2823052,Cairon C 2.0 500,Herren,29,XL,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",1,
2023,2823086,Cairon C 2.0 500,Trapez,27,S,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",>10,
2023,2823094,Cairon C 2.0 500,Trapez,29,M,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",>10,
2023,2823102,Cairon C 2.0 500,Trapez,29,L,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",>10,
2023,2823144,Cairon C 2.0 500,Trapez,29,XL,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",>10,
2023,2823177,Cairon C 2.0 500,Herren,27,S,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",6,
2023,2823201,Cairon C 2.0 500,Herren,29,XL,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",1,
2023,2823300,Cairon C 2.0 500,Trapez,29,L,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",10,
2023,2823342,Cairon C 2.0 500,Trapez,29,XL,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.299,95 € ",6,
2023,2819498,Cairon C 2.0 625,Herren,27,S,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",9,
2023,2819548,Cairon C 2.0 625,Herren,29,M,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",>10,
2023,2819597,Cairon C 2.0 625,Herren,29,L,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",>10,
2023,2819605,Cairon C 2.0 625,Herren,29,XL,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",>10,
2023,2819662,Cairon C 2.0 625,Trapez,29,XL,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",>10,
2023,2823466,Cairon C 2.0 625,Herren,27,S,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",4,
2023,2823474,Cairon C 2.0 625,Herren,29,M,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",>10,
2023,2823482,Cairon C 2.0 625,Herren,29,L,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",>10,
2023,2823490,Cairon C 2.0 625,Herren,29,XL,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",9,
2023,2823508,Cairon C 2.0 625,Herren,29,XXL,darkpetrol metallic / red,BES 3 CX Smart Sys.,CAIRON C,"  3.499,95 € ",6,
2023,2819761,Cairon C 3.0,Herren,27,S,red metallic / black metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",10,
2023,2819779,Cairon C 3.0,Herren,29,M,red metallic / black metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2819787,Cairon C 3.0,Herren,29,L,red metallic / black metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2819795,Cairon C 3.0,Herren,29,XL,red metallic / black metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2819803,Cairon C 3.0,Herren,29,XXL,red metallic / black metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",4,
2023,2819829,Cairon C 3.0,Wave,27,S,red metallic / black metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2819837,Cairon C 3.0,Wave,27,M,red metallic / black metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2819852,Cairon C 3.0,Wave,27,XL,red metallic / black metallic,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",4,
2023,2823698,Cairon C 3.0,Herren,27,S,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",8,
2023,2823706,Cairon C 3.0,Herren,29,M,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2823755,Cairon C 3.0,Herren,29,XL,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2823771,Cairon C 3.0,Trapez,27,XS,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2823789,Cairon C 3.0,Trapez,27,S,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2823797,Cairon C 3.0,Trapez,29,M,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",8,
2023,2823805,Cairon C 3.0,Trapez,29,L,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2823847,Cairon C 3.0,Trapez,29,XL,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",5,
2023,2823870,Cairon C 3.0,Wave,27,M,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",>10,
2023,2823888,Cairon C 3.0,Wave,27,L,black metallic / desert matt,BES 3 CX Smart Sys.,CAIRON C,"  3.899,95 € ",3,
2023,2825669,Cairon S 2.0 500,Herren,29,L,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON S,"  3.099,95 € ",>10,
2023,2825677,Cairon S 2.0 500,Herren,29,XL,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON S,"  3.099,95 € ",>10,
2023,2825685,Cairon S 2.0 500,Herren,29,XXL,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON S,"  3.099,95 € ",2,
2023,2825719,Cairon S 2.0 500,Trapez,29,M,topaz metallic / red metallic,BES 3 CX Smart Sys.,CAIRON S,"  3.099,95 € ",7,
2023,2825727,Cairon S 2.0 500,Trapez,29,L,topaz metallic / red metallic,BES 3 CX Smart Sys.,CAIRON S,"  3.099,95 € ",>10,
2023,2825735,Cairon S 2.0 500,Trapez,29,XL,topaz metallic / red metallic,BES 3 CX Smart Sys.,CAIRON S,"  3.099,95 € ",7,
2023,2825750,Cairon S 2.0 500,Herren,29,M,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,"  3.099,95 € ",3,
2023,2825768,Cairon S 2.0 500,Herren,29,L,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,"  3.099,95 € ",>10,
